Date of Race,Time,Track,Horse,Distance,Place,Industry SP,Betfair SP,Predicted_Win_Probability,Race_ID,Predicted_Rank,Top_3_Flag,Odds_To_Use,Expected_Value,Field_Size,Kelly_Fraction,Reject_Reason,Winrate_Threshold,Bet_Placed,Stake,Actual_Result,Bet_Return,Bankroll_After_Race
2023-07-15,17:10:00,NEWMARKET,Davideo,1m4f,1.0,5.0,5.4,0.16386933661705524,2023-07-15_17:10:00,4.0,False,5.0,-0.18065331691472375,6,-0.04516332922868094,kelly_low|ev_low|,0,False,100.0,1,0.0,10458.338902288398
2023-07-15,17:10:00,NEWMARKET,Reina Del Mar,1m4f,3.0,6.0,7.0,0.19610180875933214,2023-07-15_17:10:00,3.0,True,6.0,0.17661085255599285,6,0.03532217051119857,kelly_low|,0,False,100.0,0,0.0,10458.338902288398
2023-07-22,17:25:00,NEWMARKET,Mitrosonfire,7f,3.0,7.0,8.15,0.14568314973481478,2023-07-22_17:25:00,4.0,False,7.0,0.019782048143703435,7,0.0032970080239505726,kelly_low|ev_low|,0,False,100.0,0,0.0,10358.338902288398
2023-07-28,19:35:00,NEWMARKET,Highland Song,1m4f,5.0,17.0,27.1,0.09382341513574802,2023-07-28_19:35:00,4.0,False,17.0,0.5949980573077163,7,0.03718737858173227,kelly_low|odds_high|,0,False,100.0,0,0.0,10258.338902288398
2023-07-28,20:10:00,NEWMARKET,The Gatekeeper,1m,2.0,8.0,9.53,0.13896435203240762,2023-07-28_20:10:00,4.0,False,8.0,0.11171481625926094,5,0.015959259465608704,kelly_low|,0,False,100.0,0,0.0,10158.338902288398
2023-07-29,14:15:00,NEWMARKET,Magsood,7f,3.0,4.5,6.4,0.20816206572699394,2023-07-29_14:15:00,3.0,True,4.5,-0.06327070422852732,7,-0.01807734406529352,kelly_low|ev_low|,0,False,100.0,0,0.0,10158.338902288398
2023-07-29,14:15:00,NEWMARKET,Bellum Justum,7f,5.0,13.0,19.17,0.1606411234118822,2023-07-29_14:15:00,4.0,False,13.0,1.0883346043544684,7,0.09069455036287237,odds_high|,0,False,100.0,0,0.0,10158.338902288398
2023-07-29,14:50:00,NEWMARKET,Obsidian Knight,1m2f,7.0,4.33,5.07,0.16307349700919127,2023-07-29_14:50:00,4.0,False,4.33,-0.29389175795020184,7,-0.08825578316822878,kelly_low|ev_low|,0,False,100.0,0,0.0,10758.338902288398
2023-08-04,17:45:00,NEWMARKET,Lost In Music,6f,7.0,23.0,30.0,0.07887416627730731,2023-08-04_17:45:00,4.0,False,23.0,0.8141058243780681,7,0.0370048101990031,kelly_low|odds_high|,0,False,100.0,0,0.0,11511.621101771882
2023-08-04,18:55:00,NEWMARKET,Ragosina,1m4f,3.0,5.0,4.77,0.1886409567717948,2023-08-04_18:55:00,3.0,True,5.0,-0.056795216141026006,7,-0.014198804035256501,kelly_low|ev_low|,0,False,100.0,0,0.0,11511.621101771882
